payment_id,order_id,method,status,amount,paid_at,transaction_ref
7000002755,1000002755,GATEWAY,PAID,16146.0,2024-06-24 04:13:24,TX-F1AILKTGFTCZ
7000002756,1000002756,CARD,PAID,18142.5,2024-07-29 00:09:34,TX-4XKZOZOE3JUY
7000002757,1000002757,GATEWAY,PAID,40404.0,2025-03-28 14:34:11,TX-4E69G4VO4C23
7000002758,1000002758,GATEWAY,PAID,55894.5,2024-06-26 11:18:46,TX-4J55HDL7OEUY
7000002759,1000002759,CARD,FAILED,53361.0,,
7000002760,1000002760,CARD,PAID,36300.0,2025-06-22 11:54:10,TX-PTI4ME0IPCT6
7000002761,1000002761,GATEWAY,PAID,77321.1,2025-07-31 08:04:49,TX-WOIO65XBMCO1
7000002762,1000002762,CARD,PAID,43588.8,2025-05-29 01:27:26,TX-VM704EFFCIJ4
7000002763,1000002763,GATEWAY,PAID,19350.0,2025-04-13 21:26:16,TX-LX9CAAGTIFO4
7000002764,1000002764,CARD,PAID,29040.0,2025-09-03 16:19:34,TX-UWS087DG8N37
7000002765,1000002765,CARD,PAID,26136.0,2024-03-11 18:10:31,TX-M4SA6NXMEW6Y
7000002766,1000002766,CARD,PAID,39619.92,2025-02-22 04:25:05,TX-D4254RT9NH0A
7000002767,1000002767,CARD,PAID,40704.0,2024-06-17 01:32:42,TX-YZUIT943FHPN
7000002768,1000002768,CARD,PAID,40404.0,2025-04-12 17:31:53,TX-082RU5U84FNK
7000002769,1000002769,CASH,REFUNDED,51727.5,2025-03-07 18:28:51,TX-WYA85SBYPV1T
7000002770,1000002770,GATEWAY,FAILED,48924.9,,
7000002771,1000002771,GATEWAY,PAID,55650.0,2024-11-18 07:47:01,TX-M6U1SUUPJPG0
7000002772,1000002772,CARD,PAID,78988.8,2024-04-06 11:40:22,TX-DHEKXV5N6HMF
7000002773,1000002773,CARD,FAILED,30603.0,,
7000002774,1000002774,CARD,PAID,53678.62,2025-01-27 09:18:00,TX-YI8SGJL73YWZ
7000002775,1000002775,CARD,PAID,53361.0,2025-04-12 07:56:32,TX-FQ59MSNO52A2
7000002776,1000002776,CARD,PAID,58100.25,2025-06-25 02:13:47,TX-GZ87MSNRDOPZ
7000002777,1000002777,CARD,PAID,26136.0,2024-03-20 18:52:40,TX-RFFQ85CG7A74
7000002778,1000002778,CARD,PAID,48024.9,2025-04-09 07:02:33,TX-GDUYLYNS49XD
7000002779,1000002779,GATEWAY,FAILED,46938.0,,
7000002780,1000002780,CARD,PAID,27036.0,2025-02-26 00:55:50,TX-9LX00YJ3LJE3
7000002781,1000002781,GATEWAY,PAID,65378.4,2025-06-17 15:43:24,TX-4BHOZ4S9Z368
7000002782,1000002782,GATEWAY,PAID,52272.0,2025-05-15 06:03:03,TX-0LD985301P6R
7000002783,1000002783,TRANSFER,PENDING,14520.0,,
7000002784,1000002784,CASH,PAID,43451.1,2025-04-10 02:17:49,TX-TVH2H63HNKCA
7000002785,1000002785,CASH,PAID,14483.7,2024-10-19 13:24:03,TX-1A5672TSOMI0
7000002786,1000002786,CASH,PAID,17787.0,2024-08-18 09:20:42,TX-NRMNN94R5SF6
7000002787,1000002787,CARD,PAID,18442.5,2025-05-31 21:32:52,TX-KKO7I2QTG33J
7000002788,1000002788,CARD,PAID,18987.0,2025-07-14 05:09:21,TX-G1YFYC8NA0PG
7000002789,1000002789,CASH,PAID,14374.8,2024-01-16 07:02:21,TX-R72QXJJR4KTT
7000002790,1000002790,CARD,PAID,82038.0,2024-07-15 01:27:33,TX-FCWSIHQ6BWLZ
7000002791,1000002791,CARD,PAID,18150.0,2024-06-01 00:27:35,TX-V5AC4HYCXPTC
7000002792,1000002792,CASH,REFUNDED,70694.25,2025-05-12 04:08:19,TX-0Y8GO1HG32PU
7000002793,1000002793,GATEWAY,FAILED,32055.0,,
7000002794,1000002794,GATEWAY,PAID,31846.8,2025-09-17 21:54:10,TX-ED6C040X2CRG
7000002795,1000002795,GATEWAY,PAID,37200.0,2025-08-26 10:17:17,TX-SAHJQUR4EBZ3
7000002796,1000002796,GATEWAY,PAID,33870.0,2025-01-11 00:38:25,TX-AH4OCCB46MS1
7000002797,1000002797,GATEWAY,PAID,42862.8,2025-03-17 13:08:17,TX-GG30JSEP8OFY
7000002798,1000002798,GATEWAY,PAID,29359.2,2024-04-29 02:51:49,TX-QIURE46AKL6W
7000002799,1000002799,CASH,PAID,19565.7,2025-09-04 18:10:14,TX-2CNI1RK9E2IJ
7000002800,1000002800,CASH,PAID,26136.0,2024-06-03 07:01:50,TX-ABMDSSBWOVUF
7000002801,1000002801,CASH,PAID,27588.0,2024-12-10 20:30:24,TX-O02BCCHBFXJZ
7000002802,1000002802,CARD,FAILED,45465.75,,
7000002803,1000002803,CARD,PAID,16020.0,2025-08-06 09:39:31,TX-A6SAW1V9R2U4
7000002804,1000002804,GATEWAY,PAID,18966.75,2024-10-05 18:01:05,TX-67FMTT1BEXD2
7000002805,1000002805,CARD,PAID,13794.0,2024-12-08 19:56:44,TX-JMIUYYI4TG87
7000002806,1000002806,CARD,PAID,43560.0,2024-08-04 11:27:18,TX-XNRFO90UQTA9
7000002807,1000002807,GATEWAY,REFUNDED,45912.0,2025-01-13 05:09:03,TX-M5BCQ4PA8D5Z
7000002808,1000002808,GATEWAY,REFUNDED,86822.1,2024-12-26 16:21:21,TX-1ZF35YPEGP1F
7000002809,1000002809,CARD,REFUNDED,91804.8,2024-06-17 04:05:52,TX-ZA7QKAUW224H
7000002810,1000002810,CARD,PAID,13068.0,2025-05-12 11:10:52,TX-7RXD4CD1QCB6
7000002811,1000002811,GATEWAY,REFUNDED,40104.0,2025-03-12 01:10:34,TX-SCLDCDMKCULK
7000002812,1000002812,CASH,PAID,32670.0,2025-02-16 19:40:04,TX-FJZOD4PLO66V
7000002813,1000002813,CASH,PAID,45738.0,2024-03-26 10:30:22,TX-I4Y0G6EW3EAR
7000002814,1000002814,CARD,PENDING,85297.5,,
7000002815,1000002815,GATEWAY,PAID,56222.25,2024-04-19 15:10:20,TX-QR0OZS6G9JI8
7000002816,1000002816,GATEWAY,PAID,26513.28,2024-08-09 07:40:11,TX-VN0TM4PGWD7Q
7000002817,1000002817,TRANSFER,REFUNDED,13068.0,2024-11-15 07:24:04,TX-LUAFJHG5HI11
7000002818,1000002818,CARD,REFUNDED,17235.0,2025-09-07 06:16:48,TX-YSO0WP8X31PJ
7000002819,1000002819,GATEWAY,PAID,28749.6,2024-02-26 03:01:16,TX-4SRTRBM47F3H
7000002820,1000002820,CARD,PAID,42688.8,2025-07-28 15:32:46,TX-ZHN6MH3LR1U6
7000002821,1000002821,CARD,REFUNDED,89646.48,2025-06-26 19:44:16,TX-TFJUM1Q9DVOJ
7000002822,1000002822,CARD,PAID,44188.8,2024-12-18 14:52:21,TX-DTH2Y1RRNNG5
7000002823,1000002823,CARD,PAID,72774.0,2024-03-27 08:54:22,TX-KEQOBB3B6TF9
7000002824,1000002824,CASH,PAID,86394.0,2024-12-16 07:08:27,TX-21PJOS6DXDXF
7000002825,1000002825,TRANSFER,PAID,17242.5,2024-07-16 07:59:17,TX-T5A5UQ45AY5L
7000002826,1000002826,CARD,FAILED,18687.0,,
7000002827,1000002827,CARD,PAID,54450.0,2024-10-05 20:43:57,TX-RLFGV5FASBTX
7000002828,1000002828,TRANSFER,FAILED,43560.0,,
7000002829,1000002829,TRANSFER,PAID,39930.0,2025-05-13 07:46:21,TX-STQAB9OFE2K6
7000002830,1000002830,CARD,PAID,36783.6,2024-09-17 09:58:02,TX-82LPFDMGYSKK
7000002831,1000002831,CARD,PAID,39315.0,2024-09-15 13:58:25,TX-G9AR99V9Z81A
7000002832,1000002832,CARD,PAID,13968.0,2024-12-25 22:49:31,TX-QD1TO9WXUKEX
7000002833,1000002833,GATEWAY,PAID,17535.0,2024-04-08 07:05:07,TX-NZ8X24DIO0I7
7000002834,1000002834,CARD,PAID,48327.0,2024-07-04 21:21:15,TX-DPI3UZ0GVM1F
7000002835,1000002835,CARD,PAID,47020.2,2025-02-26 16:10:45,TX-KG2IIC23OSUY
7000002836,1000002836,GATEWAY,PAID,130055.4,2025-09-28 10:55:07,TX-AXYHIL6V0PWV
7000002837,1000002837,CASH,PAID,118102.05,2025-06-05 15:18:14,TX-EO8TVCJI3R38
7000002838,1000002838,CARD,FAILED,47916.0,,
7000002839,1000002839,CASH,FAILED,45738.0,,
7000002840,1000002840,CARD,PAID,50205.0,2024-11-04 01:40:21,TX-MD9ENV2EH2YO
7000002841,1000002841,CARD,PAID,13968.0,2025-08-07 09:01:31,TX-M3JG43D45R30
7000002842,1000002842,CASH,PAID,34303.5,2025-05-11 17:42:53,TX-SSDMJJCHT8LH
7000002843,1000002843,CARD,REFUNDED,53578.8,2025-02-11 19:58:22,TX-TP4SDANUNW0N
7000002844,1000002844,CARD,PAID,18351.75,2025-09-20 00:44:09,TX-W0HUNPEB5OZN
7000002845,1000002845,TRANSFER,PAID,57172.5,2024-07-11 06:03:10,TX-0LWAQX63TNEJ
7000002846,1000002846,CARD,PAID,37800.0,2024-10-08 11:48:46,TX-BIHTQX6Y51G4
7000002847,1000002847,CARD,PAID,19350.0,2024-05-03 08:15:21,TX-DMP10BLLZS56
7000002848,1000002848,GATEWAY,PAID,15420.0,2025-08-27 14:16:25,TX-EH1JUU4SMO1C
7000002849,1000002849,CARD,PAID,54561.0,2024-02-25 22:12:10,TX-FHVL85HFNEPJ
7000002850,1000002850,CASH,PAID,41382.0,2025-07-01 03:07:51,TX-TYRM314L5RWJ
7000002851,1000002851,CARD,PAID,44460.0,2025-01-22 03:54:25,TX-LTG6KMDVH8XA
7000002852,1000002852,TRANSFER,FAILED,14229.6,,
7000002853,1000002853,GATEWAY,PAID,33570.0,2025-05-17 04:15:46,TX-3B61KPFIIA9U
7000002854,1000002854,CARD,PAID,16746.0,2025-05-09 19:17:19,TX-939C51O0BN4Z
7000002855,1000002855,GATEWAY,PAID,36183.6,2024-12-20 13:51:29,TX-GDZCVT2XBDDD
7000002856,1000002856,GATEWAY,PAID,40404.0,2025-06-27 14:45:37,TX-1V8YWCIB3AI6
7000002857,1000002857,CARD,PAID,115608.0,2024-10-07 09:35:45,TX-OHHMV6YVOK7A
7000002858,1000002858,CARD,PAID,55350.0,2025-09-22 12:48:34,TX-EHHDHLR5E5R0
7000002859,1000002859,CARD,PAID,58283.28,2025-06-25 03:57:59,TX-NHBVOKPDEAF7
7000002860,1000002860,CARD,FAILED,106805.25,,
7000002861,1000002861,CARD,PAID,66540.0,2024-09-06 20:08:57,TX-KMKAKE1Z0RLA
7000002862,1000002862,CARD,PAID,67919.4,2025-07-21 10:36:49,TX-BS7BE85O4RCA
7000002863,1000002863,GATEWAY,PAID,14229.6,2024-05-29 07:02:01,TX-FWNHIPLN20GK
7000002864,1000002864,CARD,PAID,43560.0,2024-01-08 15:08:19,TX-SV04ELFXJ98M
7000002865,1000002865,GATEWAY,PAID,39319.92,2024-10-10 08:36:24,TX-WRD7LJC7P9E3
7000002866,1000002866,GATEWAY,PAID,116679.9,2024-08-22 21:09:28,TX-EMKKZ6BQFQ8I
7000002867,1000002867,CARD,PAID,42688.8,2024-07-19 10:24:16,TX-98NSDUATLMH8
7000002868,1000002868,CARD,FAILED,33216.6,,
7000002869,1000002869,CASH,PAID,82764.0,2024-04-24 16:52:22,TX-SWDGK713KLN1
7000002870,1000002870,CASH,PENDING,13794.0,,
7000002871,1000002871,CASH,PAID,38115.0,2024-02-22 19:54:49,TX-FQHUM00JCXBP
7000002872,1000002872,GATEWAY,PAID,65151.0,2025-02-06 09:02:51,TX-T2TKX0WLJ8VE
7000002873,1000002873,GATEWAY,PAID,19650.0,2025-02-17 12:47:26,TX-F8WFGCMRT98M
7000002874,1000002874,CARD,PAID,15294.0,2025-09-08 11:39:28,TX-2EV6DPW3KSLS
7000002875,1000002875,CARD,PAID,35203.5,2024-04-18 23:50:24,TX-4Y657BGCXVQ8
7000002876,1000002876,CARD,PAID,16335.0,2025-07-11 06:12:34,TX-OMPESSBM1DBQ
7000002877,1000002877,GATEWAY,FAILED,79254.6,,
7000002878,1000002878,GATEWAY,PAID,60475.8,2025-09-14 10:50:54,TX-K42B7M4I8NP9
7000002879,1000002879,CARD,PAID,85297.5,2024-10-02 04:27:23,TX-OA9GHRWGYNJJ
7000002880,1000002880,CARD,PAID,19565.7,2025-07-14 11:45:15,TX-Y36PG7J5WYRR
7000002881,1000002881,CASH,PAID,41382.0,2025-07-17 15:41:39,TX-DP3XVU7PDMBA
7000002882,1000002882,TRANSFER,PAID,34485.0,2024-09-01 09:56:00,TX-91QQV6NNORPR
7000002883,1000002883,GATEWAY,PAID,68800.2,2025-03-06 00:05:04,TX-THAG8MAX1YF2
7000002884,1000002884,CARD,PAID,58334.1,2024-08-27 18:46:02,TX-XJGBQFQSBEQS
7000002885,1000002885,CARD,PAID,46554.75,2025-04-16 06:32:47,TX-MIQIJKTC8O6M
7000002886,1000002886,CARD,PAID,66610.5,2024-08-23 17:55:01,TX-DWU2QNOL4IMH
7000002887,1000002887,CARD,PAID,32805.12,2025-07-21 11:50:22,TX-T5RNOGDJ68BM
7000002888,1000002888,CASH,PAID,46554.75,2025-06-27 16:14:44,TX-VXJHRPN4VQGW
7000002889,1000002889,CARD,PAID,42282.0,2025-06-13 11:21:43,TX-BMKJRL01S5IP
7000002890,1000002890,GATEWAY,PAID,38143.8,2024-07-22 13:54:51,TX-BJVE8YFYEJT5
7000002891,1000002891,CARD,PAID,30129.0,2025-02-14 01:51:41,TX-A3SX19LN6FJ4
7000002892,1000002892,CARD,PAID,87011.1,2025-08-06 04:54:35,TX-KFB1WX5ZA7MF
7000002893,1000002893,GATEWAY,PAID,101551.35,2024-10-07 20:03:29,TX-0B05CTMDPVLY
7000002894,1000002894,CARD,PAID,58372.5,2024-03-10 20:24:19,TX-2VYPLUWEX1WD
7000002895,1000002895,GATEWAY,PAID,45004.5,2025-06-27 19:44:12,TX-NZYK4B2G6WJR
7000002896,1000002896,CASH,PAID,16335.0,2025-06-29 13:49:19,TX-38HL5JJCMAR6
7000002897,1000002897,CARD,PAID,64414.35,2024-02-15 01:24:55,TX-1HP4X4A4MCDY
7000002898,1000002898,TRANSFER,PAID,68062.5,2025-04-28 13:35:36,TX-U1DNKQNMJ8IA
7000002899,1000002899,CARD,PAID,33870.0,2024-06-03 22:10:26,TX-FP1UMJAPYV25
7000002900,1000002900,GATEWAY,PAID,54488.4,2024-05-04 14:04:02,TX-F9WU54BKT3YM
7000002901,1000002901,GATEWAY,PAID,67677.48,2024-07-04 20:09:25,TX-32EH134CKSX5
7000002902,1000002902,GATEWAY,PAID,25729.2,2025-03-29 15:02:54,TX-EZZPM022AKX5
7000002903,1000002903,CASH,PAID,30492.0,2024-10-07 12:11:27,TX-NW6A340TFXCK
7000002904,1000002904,TRANSFER,PAID,35574.0,2025-01-26 16:08:48,TX-B3CS7NWL0WLX
7000002905,1000002905,TRANSFER,PAID,28720.56,2024-04-14 05:17:47,TX-XSUXSEHV7PRO
7000002906,1000002906,CARD,PAID,65877.0,2024-08-22 16:53:52,TX-9ASAHJWI06S0
7000002907,1000002907,CASH,PAID,47716.35,2024-08-26 22:39:24,TX-5A0S2K62EI4O
7000002908,1000002908,TRANSFER,PAID,36300.0,2024-10-13 06:10:39,TX-D1SGUBJV9NFX
7000002909,1000002909,CARD,PAID,18150.0,2025-03-13 19:19:34,TX-KLOD85YRSLR9
7000002910,1000002910,CARD,PAID,49416.0,2024-09-12 01:05:35,TX-PJ7KW6XXIC8P
7000002911,1000002911,CARD,PAID,43560.0,2024-06-03 05:09:00,TX-QY7ZA2J0O905
7000002912,1000002912,TRANSFER,PAID,13794.0,2024-10-28 14:54:37,TX-AJFM95JEW52X
7000002913,1000002913,CARD,FAILED,38419.92,,
7000002914,1000002914,CASH,PAID,13068.0,2024-03-15 21:17:28,TX-70H98YJZ29M1
7000002915,1000002915,CASH,REFUNDED,17787.0,2024-03-25 15:48:46,TX-ANL0YOLRD3XV
7000002916,1000002916,CASH,PAID,51110.4,2024-07-24 19:20:04,TX-CDHI6PBDQE9B
7000002917,1000002917,CARD,PAID,83601.0,2025-07-08 06:44:44,TX-H68QPA2D1GU2
7000002918,1000002918,CARD,PAID,29040.0,2024-01-31 03:37:58,TX-MGPD9YH7T4U2
7000002919,1000002919,CARD,PAID,17242.5,2024-02-18 00:33:49,TX-4CDAHJ11ROSU
7000002920,1000002920,CARD,PAID,33570.0,2025-03-11 08:19:04,TX-LEI563HJ1ZP2
7000002921,1000002921,CASH,PAID,13794.0,2024-08-07 10:48:32,TX-GMLHT9EYRMBM
7000002922,1000002922,CARD,PAID,57646.5,2025-02-24 11:01:44,TX-5OLCEFISVQ2T
7000002923,1000002923,CARD,PAID,54450.0,2025-04-28 03:47:57,TX-VV7MM9VBK0SA
7000002924,1000002924,GATEWAY,PAID,29893.05,2025-06-13 08:44:18,TX-4PI75VVCUDAH
7000002925,1000002925,CARD,PAID,29403.0,2024-01-24 01:12:44,TX-XU0GLI6EK5PX
7000002926,1000002926,GATEWAY,PAID,40404.0,2024-02-01 02:05:39,TX-TSJM4SQGFFRA
7000002927,1000002927,CARD,PAID,110997.9,2024-10-11 19:26:23,TX-PTUML6T44F43
7000002928,1000002928,CASH,PAID,27036.24,2024-06-13 06:48:09,TX-ASR3OCVETE06
7000002929,1000002929,CASH,PAID,49005.0,2024-03-12 13:42:28,TX-DS8F6QT7T651
7000002930,1000002930,CARD,REFUNDED,37243.8,2025-03-29 05:19:30,TX-2IG0V9I1KX0A
7000002931,1000002931,CASH,PAID,15972.0,2025-02-03 10:33:45,TX-4AJM9IFHJ2VT
7000002932,1000002932,GATEWAY,PAID,18987.0,2025-04-09 20:44:36,TX-EE2JB6K5KY7Q
7000002933,1000002933,GATEWAY,PAID,44941.5,2025-05-16 13:57:53,TX-84RWX9NYYFEV
7000002934,1000002934,CARD,PAID,89597.47,2025-04-05 20:24:05,TX-FRKXR8OGBRQW
7000002935,1000002935,GATEWAY,REFUNDED,30603.0,2024-12-06 08:25:30,TX-FJDBHYIM0T0U
7000002936,1000002936,GATEWAY,PAID,39315.0,2024-05-15 10:46:21,TX-XVFPWW237KOZ
7000002937,1000002937,CASH,PAID,14941.08,2025-02-22 05:16:55,TX-I84NWNUZIJEW
7000002938,1000002938,CASH,PAID,48024.9,2024-11-17 10:38:43,TX-WL9O7CZN6MKS
7000002939,1000002939,CARD,PAID,49005.0,2024-09-03 15:54:48,TX-UPCAXP8ACHDH
7000002940,1000002940,GATEWAY,PAID,26813.28,2024-09-26 23:10:15,TX-T906MT76WDFF
7000002941,1000002941,GATEWAY,PAID,14229.6,2025-06-11 23:38:34,TX-3YNLTEDJR8ST
7000002942,1000002942,CARD,PAID,31082.16,2024-02-25 16:16:33,TX-EACQAFKGPBP5
7000002943,1000002943,GATEWAY,PAID,35884.65,2024-10-05 17:40:38,TX-0OH4JONSFPU1
7000002944,1000002944,TRANSFER,PAID,16335.0,2024-01-31 20:42:19,TX-1ABK50RNN3XZ
7000002945,1000002945,GATEWAY,FAILED,18442.5,,
7000002946,1000002946,CARD,PAID,46720.2,2024-07-16 17:19:46,TX-749YQF2ATHFU
7000002947,1000002947,TRANSFER,PAID,39131.4,2025-07-01 22:27:11,TX-GFV6FIG0ZIJT
7000002948,1000002948,TRANSFER,PAID,16335.0,2025-01-24 08:52:02,TX-7NPO213UMJ47
7000002949,1000002949,CARD,PAID,84942.0,2025-09-26 16:24:34,TX-NKUUL6LMSB5X
7000002950,1000002950,CARD,PAID,44351.1,2025-06-25 10:07:17,TX-TOPQRBEW2TLY
7000002951,1000002951,GATEWAY,PAID,49005.0,2024-08-10 13:45:14,TX-PF3NRNLB6S7S
7000002952,1000002952,GATEWAY,PAID,80767.5,2024-10-30 07:19:00,TX-GP9JQLLDIV4S
7000002953,1000002953,GATEWAY,PAID,36837.0,2025-09-27 10:57:11,TX-OEDDA9HST37G
7000002954,1000002954,CARD,PAID,13068.0,2024-09-04 00:50:05,TX-7J6MDDGYTWR7
7000002955,1000002955,GATEWAY,PAID,28788.0,2024-08-25 16:15:52,TX-LWSXSAKBFBNH
7000002956,1000002956,CASH,REFUNDED,34485.0,2025-02-23 14:09:22,TX-L90KTGXRIFGJ
7000002957,1000002957,CARD,PAID,19650.0,2024-03-09 14:15:50,TX-UDCVD8A26UZH
7000002958,1000002958,CASH,PAID,49803.6,2024-09-10 18:41:47,TX-XEKHKQU0QI7N
7000002959,1000002959,TRANSFER,PAID,13794.0,2025-06-16 13:07:11,TX-3NMJ3YH2AUVL
7000002960,1000002960,GATEWAY,PAID,19050.0,2025-08-31 21:39:32,TX-EGOYIMOSRPIP
7000002961,1000002961,CASH,PAID,41382.0,2025-09-15 15:52:26,TX-IRUBWVT1IF2T
7000002962,1000002962,GATEWAY,PAID,36474.0,2024-02-06 01:22:59,TX-U9I4EH2PBPFI
7000002963,1000002963,CARD,PAID,44721.6,2024-02-10 02:56:28,TX-1N5MDJKBBDRV
7000002964,1000002964,CARD,PAID,15683.7,2025-04-23 16:09:07,TX-ABUGOQ5R4FV1
7000002965,1000002965,CARD,PAID,61848.75,2025-04-29 22:07:14,TX-WM8CFHT4P7WJ
7000002966,1000002966,CARD,PAID,54450.0,2024-01-10 23:14:19,TX-QAPGG7R9ANN4
7000002967,1000002967,CASH,PAID,17242.5,2024-02-04 01:44:48,TX-RX9ZXOFQ23ES
7000002968,1000002968,CARD,PAID,48024.9,2025-08-02 15:23:27,TX-PPH4UMIQPIG4
7000002969,1000002969,CARD,REFUNDED,67629.0,2024-09-11 02:18:15,TX-R9OKAT9HCG2B
7000002970,1000002970,GATEWAY,PAID,58072.5,2025-09-22 10:32:19,TX-PZT7Z4RPKJ6S
7000002971,1000002971,CARD,PAID,18142.5,2025-05-11 12:24:48,TX-9KVL1C5ND3FR
7000002972,1000002972,CARD,PAID,13068.0,2025-05-25 22:45:57,TX-LF6M9UA0BB3S
7000002973,1000002973,GATEWAY,PAID,20166.75,2025-06-14 16:39:55,TX-LC2WS2VDE8W7
7000002974,1000002974,CARD,PAID,52627.5,2025-02-06 01:46:21,TX-IBX1JFE92O0D
7000002975,1000002975,CARD,PAID,53227.5,2024-11-17 08:10:47,TX-UVS8HR1VDZK8
7000002976,1000002976,CARD,PAID,18142.5,2025-06-29 07:08:19,TX-H0MWWIPEROJR
7000002977,1000002977,TRANSFER,PAID,27588.0,2025-04-21 02:29:37,TX-JWE7OIRTSA4T
7000002978,1000002978,CARD,REFUNDED,36183.6,2024-02-10 05:05:55,TX-5A747NX1QSN9
7000002979,1000002979,GATEWAY,PAID,29949.6,2024-09-03 13:33:19,TX-2HK3D6OE5G1L
7000002980,1000002980,GATEWAY,PAID,42582.0,2024-01-04 14:17:00,TX-7N713C46ZP81
7000002981,1000002981,CASH,PAID,29403.0,2025-08-11 01:41:27,TX-OJTSP6DDJV66
7000002982,1000002982,CARD,PAID,13706.64,2024-06-05 06:54:56,TX-7ZQ2YUJKFAOS
7000002983,1000002983,CASH,PAID,53905.5,2025-09-16 05:33:39,TX-O770IGMLG9W3
7000002984,1000002984,CASH,PAID,41382.0,2024-06-20 00:07:38,TX-PXDR6BWKKFRY
7000002985,1000002985,CARD,FAILED,77682.0,,
7000002986,1000002986,CARD,PENDING,16418.25,,
7000002987,1000002987,GATEWAY,FAILED,27336.0,,
7000002988,1000002988,GATEWAY,PAID,33870.0,2024-02-15 00:35:48,TX-6VAEDQAME3GZ
7000002989,1000002989,CASH,FAILED,54450.0,,
7000002990,1000002990,GATEWAY,PAID,42688.8,2024-07-09 03:45:37,TX-8QGB86AIIMYW
7000002991,1000002991,CARD,PAID,77591.25,2024-10-26 07:14:18,TX-926T2E6I1DNH
7000002992,1000002992,GATEWAY,PAID,58408.8,2024-12-21 13:27:17,TX-CWR1H8NTKAVO
7000002993,1000002993,GATEWAY,PAID,36300.0,2024-10-08 03:48:22,TX-YKOFD5HODIM0
7000002994,1000002994,GATEWAY,PAID,40704.0,2024-05-24 09:10:35,TX-LE0CY8WP6HWU
7000002995,1000002995,CARD,REFUNDED,37500.0,2024-08-12 10:21:00,TX-BU44D0II93UY
7000002996,1000002996,CARD,PAID,45012.0,2024-05-08 21:07:25,TX-22RTBG6WGRPI
7000002997,1000002997,GATEWAY,PAID,37500.0,2024-04-01 23:10:08,TX-RWJ66PLSS903
7000002998,1000002998,GATEWAY,PAID,82875.0,2024-03-08 17:16:08,TX-RBKKKG327Q2X
7000002999,1000002999,CASH,PAID,44812.35,2024-01-29 18:35:53,TX-7RMXFFTEM6GW
7000003000,1000003000,GATEWAY,PAID,14694.0,2024-09-15 13:40:36,TX-XWF3VOL8XC10
7000003001,1000003001,TRANSFER,PAID,67518.0,2024-02-17 01:00:12,TX-VLCRLQUZYJR7
7000003002,1000003002,CARD,PAID,65811.9,2024-05-14 20:11:31,TX-83EES1Y1BW6C
7000003003,1000003003,CARD,PAID,40404.0,2024-05-02 14:57:44,TX-RIK1THE0ZK79
7000003004,1000003004,CARD,PAID,41710.8,2025-08-09 20:49:56,TX-TSQ5RVIKELTX
7000003005,1000003005,CARD,PAID,70170.0,2025-04-19 01:29:22,TX-CNI7E1JM5JB7
7000003006,1000003006,CARD,PAID,40607.28,2025-07-02 09:07:32,TX-JH1HBHPUS23M
7000003007,1000003007,GATEWAY,PAID,30603.0,2025-01-23 17:10:32,TX-EGD0XPACC771
7000003008,1000003008,CARD,PAID,75518.28,2024-09-24 17:16:39,TX-QMNWZVO0CFC3
7000003009,1000003009,CARD,PAID,14268.0,2025-08-12 18:41:29,TX-XXUZPWF1WNMQ
7000003010,1000003010,CARD,PAID,19576.35,2024-03-15 21:15:21,TX-7ZKLONG7HYXY
7000003011,1000003011,CARD,PAID,42582.0,2025-02-07 02:30:02,TX-PJCXRAFK1REU
7000003012,1000003012,CARD,PAID,39204.0,2024-01-02 18:10:04,TX-C2ITBBUWQBAX
7000003013,1000003013,CARD,PAID,19050.0,2025-02-28 20:02:09,TX-0BVA707SLR1U
7000003014,1000003014,CASH,PAID,13721.4,2024-05-11 17:17:39,TX-GFA8834NB9Q6
7000003015,1000003015,CARD,PAID,52272.0,2025-04-27 13:12:04,TX-4BV7HPE78WLF
7000003016,1000003016,GATEWAY,PAID,81822.3,2024-12-18 11:24:12,TX-J7U98VWBIUG5
7000003017,1000003017,CARD,PAID,52990.5,2025-03-17 21:04:59,TX-6ID4AYJU7PSL
7000003018,1000003018,CARD,PAID,44651.1,2024-02-11 20:47:26,TX-9J7NB5NK3YVW
7000003019,1000003019,GATEWAY,PAID,74634.9,2024-02-14 21:50:47,TX-AQ17YKIL8LS2
7000003020,1000003020,CARD,FAILED,13068.0,,
7000003021,1000003021,GATEWAY,PAID,47754.75,2025-06-22 13:51:06,TX-CBZ24QSNOUAJ
7000003022,1000003022,CARD,FAILED,84530.28,,
7000003023,1000003023,TRANSFER,FAILED,84488.25,,
7000003024,1000003024,GATEWAY,PAID,16141.08,2024-01-03 21:33:55,TX-90CP5F515212
7000003025,1000003025,GATEWAY,PAID,28715.4,2025-04-19 01:59:56,TX-G6L6ZUTAVJRU
7000003026,1000003026,CASH,PAID,17242.5,2025-01-29 00:15:47,TX-MYG16AEKVQ4R
7000003027,1000003027,CARD,PAID,39930.0,2024-04-20 02:07:21,TX-T5TTDRB00VT4
7000003028,1000003028,CARD,REFUNDED,44651.1,2024-04-22 04:16:42,TX-WT9IA8MWRAPI
7000003029,1000003029,CASH,PAID,34485.0,2025-04-27 18:52:21,TX-GDZGBQBU3GPU
7000003030,1000003030,CARD,PAID,74952.0,2025-06-02 23:45:59,TX-WT1C58SFLJYS
7000003031,1000003031,GATEWAY,PAID,50205.0,2024-12-13 22:39:24,TX-TU9IIWXRWYAS
