shipment_id,order_id,carrier,tracking_number,status,shipped_at,delivered_at
9000001556,1000001556,Correo Argentino,TRK-44Z4AQ3B9W,DELIVERED,2024-07-03 21:34:13,2024-07-07 21:34:13
9000001557,1000001557,Correo Argentino,TRK-PKB85E6HPZ,DELIVERED,2024-06-22 07:51:55,2024-06-24 07:51:55
9000001558,1000001558,PICKUP,,SHIPPED,2025-07-27 09:19:27,2025-07-28 09:19:27
9000001559,1000001559,PICKUP,,DELIVERED,2024-03-24 15:03:18,2024-03-25 15:03:18
9000001560,1000001560,PICKUP,,DELIVERED,2025-04-16 06:00:03,2025-04-17 06:00:03
9000001561,1000001561,Correo Argentino,,CANCELLED,,
9000001562,1000001562,Correo Argentino,TRK-H4EJSHK0FY,DELIVERED,2024-12-02 11:47:16,2024-12-05 11:47:16
9000001563,1000001563,PICKUP,,DELIVERED,2024-05-15 09:39:25,2024-05-16 09:39:25
9000001564,1000001564,Correo Argentino,TRK-S51HFBSZ91,DELIVERED,2025-02-27 12:47:01,2025-03-02 12:47:01
9000001565,1000001565,Correo Argentino,TRK-SF48955IXC,DELIVERED,2024-11-04 08:45:49,2024-11-07 08:45:49
9000001566,1000001566,PICKUP,,DELIVERED,2025-05-13 15:29:44,2025-05-14 15:29:44
9000001567,1000001567,Correo Argentino,TRK-DDVZZ1869G,SHIPPED,2024-06-21 08:40:04,2024-06-25 08:40:04
9000001568,1000001568,PICKUP,,DELIVERED,2025-09-10 19:28:28,2025-09-11 19:28:28
9000001569,1000001569,Correo Argentino,TRK-IRV1QYXW0C,DELIVERED,2024-05-21 01:53:58,2024-05-26 01:53:58
9000001570,1000001570,Correo Argentino,TRK-CZ0588P5D6,DELIVERED,2025-02-09 07:37:19,2025-02-11 07:37:19
9000001571,1000001571,Correo Argentino,TRK-WK0HGQ32MU,SHIPPED,2025-04-15 03:16:26,2025-04-19 03:16:26
9000001572,1000001572,PICKUP,,SHIPPED,2025-08-04 18:02:35,2025-08-05 18:02:35
9000001573,1000001573,Correo Argentino,TRK-211MVZHH4K,DELIVERED,2025-04-18 12:48:37,2025-04-22 12:48:37
9000001574,1000001574,Correo Argentino,,CANCELLED,,
9000001575,1000001575,Correo Argentino,TRK-VW7TRVDR9X,DELIVERED,2025-04-10 05:22:15,2025-04-14 05:22:15
9000001576,1000001576,Correo Argentino,TRK-JR9MHCF7QR,DELIVERED,2024-02-13 02:56:11,2024-02-18 02:56:11
9000001577,1000001577,Correo Argentino,TRK-J453RM2NHU,SHIPPED,2024-10-22 22:18:58,2024-10-26 22:18:58
9000001578,1000001578,PICKUP,,DELIVERED,2024-03-13 12:26:40,2024-03-14 12:26:40
9000001579,1000001579,PICKUP,,DELIVERED,2025-03-25 09:14:08,2025-03-26 09:14:08
9000001580,1000001580,Correo Argentino,,CANCELLED,,
9000001581,1000001581,Correo Argentino,TRK-IEEQK3IM6P,DELIVERED,2024-12-20 19:47:15,2024-12-22 19:47:15
9000001582,1000001582,PICKUP,,DELIVERED,2024-09-04 14:17:45,2024-09-05 14:17:45
9000001583,1000001583,PICKUP,,DELIVERED,2025-06-29 20:57:30,2025-06-30 20:57:30
9000001584,1000001584,PICKUP,,DELIVERED,2024-12-28 21:53:37,2024-12-29 21:53:37
9000001585,1000001585,Correo Argentino,TRK-RZV3U2GDKB,DELIVERED,2024-05-31 13:37:30,2024-06-03 13:37:30
9000001586,1000001586,PICKUP,,DELIVERED,2025-09-21 03:11:24,2025-09-22 03:11:24
9000001587,1000001587,Correo Argentino,TRK-SRMOOCXK5X,DELIVERED,2025-06-14 21:34:39,2025-06-18 21:34:39
9000001588,1000001588,PICKUP,,DELIVERED,2024-03-04 14:38:17,2024-03-05 14:38:17
9000001589,1000001589,Correo Argentino,TRK-K2GI57WXLW,DELIVERED,2024-09-12 14:07:24,2024-09-17 14:07:24
9000001590,1000001590,PICKUP,,DELIVERED,2024-03-15 20:24:05,2024-03-16 20:24:05
9000001591,1000001591,Correo Argentino,TRK-XDYURMF5RC,DELIVERED,2025-02-10 13:48:12,2025-02-12 13:48:12
9000001592,1000001592,Correo Argentino,TRK-JL4823F93H,SHIPPED,2024-06-13 17:11:10,2024-06-17 17:11:10
9000001593,1000001593,PICKUP,,READY,2024-04-05 20:46:13,2024-04-06 20:46:13
9000001594,1000001594,Correo Argentino,TRK-4UNNGO4JH7,SHIPPED,2025-09-25 12:11:25,2025-09-28 12:11:25
9000001595,1000001595,PICKUP,,DELIVERED,2024-11-21 23:59:34,2024-11-22 23:59:34
9000001596,1000001596,PICKUP,,DELIVERED,2024-01-25 06:00:54,2024-01-26 06:00:54
9000001597,1000001597,Correo Argentino,,CANCELLED,,
9000001598,1000001598,PICKUP,,CANCELLED,,
9000001599,1000001599,PICKUP,,DELIVERED,2025-03-29 07:16:06,2025-03-30 07:16:06
9000001600,1000001600,Correo Argentino,TRK-BMB1FLX0GI,DELIVERED,2025-07-10 06:06:19,2025-07-15 06:06:19
9000001601,1000001601,Correo Argentino,TRK-REJ8RDLI0P,DELIVERED,2025-08-27 11:05:49,2025-08-30 11:05:49
9000001602,1000001602,PICKUP,,DELIVERED,2025-06-07 17:34:36,2025-06-08 17:34:36
9000001603,1000001603,Correo Argentino,TRK-J1BTV81C4H,DELIVERED,2025-08-13 13:10:08,2025-08-15 13:10:08
9000001604,1000001604,PICKUP,,SHIPPED,2025-06-16 06:15:18,2025-06-17 06:15:18
9000001605,1000001605,PICKUP,,DELIVERED,2025-06-04 20:07:41,2025-06-05 20:07:41
9000001606,1000001606,Correo Argentino,TRK-Q5SKZMJXWE,DELIVERED,2025-03-15 22:45:51,2025-03-19 22:45:51
9000001607,1000001607,PICKUP,,DELIVERED,2025-05-19 08:22:29,2025-05-20 08:22:29
9000001608,1000001608,Correo Argentino,TRK-4BXBNN3PHG,DELIVERED,2025-05-19 22:01:21,2025-05-23 22:01:21
9000001609,1000001609,PICKUP,,DELIVERED,2025-01-26 20:36:54,2025-01-27 20:36:54
9000001610,1000001610,PICKUP,,DELIVERED,2024-05-15 07:49:41,2024-05-16 07:49:41
9000001611,1000001611,PICKUP,,DELIVERED,2025-05-03 21:26:57,2025-05-04 21:26:57
9000001612,1000001612,Correo Argentino,TRK-H3W5QUJQ9K,DELIVERED,2024-12-15 06:44:16,2024-12-19 06:44:16
9000001613,1000001613,Correo Argentino,TRK-V7ZBUV68TZ,DELIVERED,2025-06-02 13:36:48,2025-06-07 13:36:48
9000001614,1000001614,Correo Argentino,TRK-S84DZHM54S,SHIPPED,2025-09-13 11:34:27,2025-09-15 11:34:27
9000001615,1000001615,Correo Argentino,TRK-EZUOF1H94C,DELIVERED,2024-04-04 06:06:39,2024-04-09 06:06:39
9000001616,1000001616,Correo Argentino,TRK-JVQWT1C7DR,DELIVERED,2025-03-19 08:39:15,2025-03-22 08:39:15
9000001617,1000001617,PICKUP,,DELIVERED,2024-03-02 17:55:13,2024-03-03 17:55:13
9000001618,1000001618,Correo Argentino,TRK-QKOREVTDH6,DELIVERED,2025-02-28 23:43:22,2025-03-05 23:43:22
9000001619,1000001619,PICKUP,,CANCELLED,,
9000001620,1000001620,Correo Argentino,TRK-TFRU4MH981,DELIVERED,2025-05-12 03:49:23,2025-05-14 03:49:23
9000001621,1000001621,Correo Argentino,TRK-PBCKREC5D8,DELIVERED,2024-04-11 21:13:20,2024-04-14 21:13:20
9000001622,1000001622,Correo Argentino,TRK-B9PDWYTTJ8,DELIVERED,2025-05-19 02:56:07,2025-05-22 02:56:07
9000001623,1000001623,Correo Argentino,TRK-WL8VVQDM6M,DELIVERED,2025-03-13 10:37:22,2025-03-16 10:37:22
9000001624,1000001624,Correo Argentino,TRK-XF99O9TVI2,DELIVERED,2025-09-19 17:05:46,2025-09-21 17:05:46
9000001625,1000001625,Correo Argentino,TRK-JJEOXE6CCF,DELIVERED,2024-07-03 20:39:04,2024-07-10 20:39:04
9000001626,1000001626,Correo Argentino,TRK-7EVS2MEXIT,DELIVERED,2024-02-08 11:10:07,2024-02-10 11:10:07
9000001627,1000001627,Correo Argentino,TRK-5DMQMZ00HH,DELIVERED,2024-09-19 19:52:19,2024-09-23 19:52:19
9000001628,1000001628,Correo Argentino,TRK-JJZL6ODF43,DELIVERED,2025-07-13 20:41:02,2025-07-18 20:41:02
9000001629,1000001629,Correo Argentino,TRK-88F3DYSF1W,DELIVERED,2025-08-21 11:06:47,2025-08-26 11:06:47
9000001630,1000001630,Correo Argentino,,CANCELLED,,
9000001631,1000001631,PICKUP,,DELIVERED,2024-07-05 04:14:43,2024-07-06 04:14:43
9000001632,1000001632,Correo Argentino,TRK-P8799FDEBP,DELIVERED,2025-08-15 06:04:16,2025-08-17 06:04:16
9000001633,1000001633,Correo Argentino,TRK-5PKV79HZJT,DELIVERED,2025-07-29 23:00:52,2025-08-03 23:00:52
9000001634,1000001634,Correo Argentino,TRK-C5B89UM37J,DELIVERED,2025-07-15 07:08:01,2025-07-19 07:08:01
9000001635,1000001635,PICKUP,,SHIPPED,2024-11-18 12:44:05,2024-11-19 12:44:05
9000001636,1000001636,PICKUP,,DELIVERED,2024-12-28 05:24:55,2024-12-29 05:24:55
9000001637,1000001637,PICKUP,,DELIVERED,2025-03-14 10:18:19,2025-03-15 10:18:19
9000001638,1000001638,Correo Argentino,TRK-0S2MIRYRMX,SHIPPED,2025-07-03 04:45:18,2025-07-05 04:45:18
9000001639,1000001639,Correo Argentino,TRK-JVR7JLBWMU,READY,2024-06-13 05:27:09,2024-06-16 05:27:09
9000001640,1000001640,Correo Argentino,TRK-B9EJ6YP0GD,DELIVERED,2024-09-28 18:22:10,2024-10-01 18:22:10
9000001641,1000001641,Correo Argentino,TRK-TFOTP3Z4RO,DELIVERED,2024-08-28 12:08:33,2024-08-31 12:08:33
9000001642,1000001642,Correo Argentino,TRK-4U7IM82G6J,DELIVERED,2024-04-30 15:01:23,2024-05-05 15:01:23
9000001643,1000001643,Correo Argentino,TRK-VGYWVZTU8S,DELIVERED,2024-11-01 11:02:12,2024-11-03 11:02:12
9000001644,1000001644,PICKUP,,DELIVERED,2024-07-14 02:01:16,2024-07-15 02:01:16
9000001645,1000001645,PICKUP,,DELIVERED,2025-03-26 15:55:13,2025-03-27 15:55:13
9000001646,1000001646,PICKUP,,SHIPPED,2024-03-17 01:36:25,2024-03-18 01:36:25
9000001647,1000001647,Correo Argentino,TRK-K7A4VXFI1V,SHIPPED,2024-07-23 04:23:13,2024-07-27 04:23:13
9000001648,1000001648,Correo Argentino,TRK-28PUG8LVSW,DELIVERED,2024-02-10 19:36:19,2024-02-14 19:36:19
9000001649,1000001649,PICKUP,,DELIVERED,2025-03-11 02:07:53,2025-03-12 02:07:53
9000001650,1000001650,Correo Argentino,TRK-N1NXX2MTJ3,SHIPPED,2024-01-13 12:43:21,2024-01-15 12:43:21
9000001651,1000001651,Correo Argentino,TRK-FFJ72TY87X,DELIVERED,2025-08-19 13:56:58,2025-08-23 13:56:58
9000001652,1000001652,Correo Argentino,TRK-TKO0I7LAO5,DELIVERED,2024-01-10 21:06:57,2024-01-12 21:06:57
9000001653,1000001653,PICKUP,,DELIVERED,2025-04-30 16:56:52,2025-05-01 16:56:52
9000001654,1000001654,Correo Argentino,,CANCELLED,,
9000001655,1000001655,PICKUP,,DELIVERED,2024-12-29 16:20:50,2024-12-30 16:20:50
9000001656,1000001656,PICKUP,,SHIPPED,2025-05-27 22:49:48,2025-05-28 22:49:48
9000001657,1000001657,PICKUP,,DELIVERED,2024-12-03 02:39:43,2024-12-04 02:39:43
9000001658,1000001658,PICKUP,,DELIVERED,2024-01-09 04:13:18,2024-01-10 04:13:18
9000001659,1000001659,PICKUP,,DELIVERED,2025-06-16 00:22:29,2025-06-17 00:22:29
9000001660,1000001660,Correo Argentino,TRK-EQRTELQ8YH,READY,2024-06-01 19:39:18,2024-06-03 19:39:18
9000001661,1000001661,Correo Argentino,TRK-UFCBSHUT9Y,DELIVERED,2024-01-27 04:14:34,2024-01-31 04:14:34
9000001662,1000001662,PICKUP,,DELIVERED,2024-07-23 04:17:27,2024-07-24 04:17:27
9000001663,1000001663,PICKUP,,DELIVERED,2024-10-03 09:04:49,2024-10-04 09:04:49
9000001664,1000001664,Correo Argentino,TRK-ZIYKOR6EW0,DELIVERED,2024-11-16 10:13:26,2024-11-20 10:13:26
9000001665,1000001665,Correo Argentino,TRK-CJI0UUZ1Q4,DELIVERED,2024-04-08 17:18:22,2024-04-10 17:18:22
9000001666,1000001666,PICKUP,,DELIVERED,2024-02-16 19:59:46,2024-02-17 19:59:46
9000001667,1000001667,Correo Argentino,TRK-KWP7M3LIOX,DELIVERED,2024-04-13 10:27:35,2024-04-19 10:27:35
9000001668,1000001668,Correo Argentino,TRK-9VL6L64RD0,DELIVERED,2024-10-02 12:01:24,2024-10-04 12:01:24
9000001669,1000001669,PICKUP,,SHIPPED,2024-05-14 21:12:03,2024-05-15 21:12:03
9000001670,1000001670,Correo Argentino,TRK-4QFGXRFU7S,DELIVERED,2024-10-11 23:06:01,2024-10-16 23:06:01
9000001671,1000001671,PICKUP,,CANCELLED,,
9000001672,1000001672,Correo Argentino,TRK-04CSMLZZFQ,READY,2024-02-14 02:58:13,2024-02-19 02:58:13
9000001673,1000001673,PICKUP,,DELIVERED,2024-11-05 06:58:50,2024-11-06 06:58:50
9000001674,1000001674,Correo Argentino,TRK-Q4R40FPJUE,SHIPPED,2024-03-27 12:16:55,2024-03-29 12:16:55
9000001675,1000001675,Correo Argentino,TRK-V2670CO6Z5,DELIVERED,2025-03-12 17:38:24,2025-03-14 17:38:24
9000001676,1000001676,Correo Argentino,TRK-0KF6VHX0L7,SHIPPED,2025-08-31 13:40:28,2025-09-03 13:40:28
9000001677,1000001677,Correo Argentino,TRK-HZWLSSEAST,DELIVERED,2024-11-15 04:45:24,2024-11-19 04:45:24
9000001678,1000001678,Correo Argentino,TRK-V4AVG874AV,DELIVERED,2025-05-22 05:59:44,2025-05-27 05:59:44
9000001679,1000001679,Correo Argentino,TRK-LKJ41FM7ZT,DELIVERED,2025-01-30 08:47:55,2025-02-04 08:47:55
9000001680,1000001680,Correo Argentino,TRK-9Y7G0TCPZD,SHIPPED,2024-11-25 16:23:26,2024-11-29 16:23:26
9000001681,1000001681,Correo Argentino,TRK-5ZNT6YC750,DELIVERED,2024-04-13 00:53:55,2024-04-20 00:53:55
9000001682,1000001682,PICKUP,,DELIVERED,2025-07-17 23:56:29,2025-07-18 23:56:29
9000001683,1000001683,Correo Argentino,TRK-0Y4Y27TJV1,DELIVERED,2024-12-19 03:41:49,2024-12-24 03:41:49
9000001684,1000001684,Correo Argentino,TRK-V86O8FVNTP,DELIVERED,2024-03-04 01:57:31,2024-03-08 01:57:31
9000001685,1000001685,Correo Argentino,,CANCELLED,,
9000001686,1000001686,PICKUP,,DELIVERED,2024-06-01 16:06:43,2024-06-02 16:06:43
9000001687,1000001687,PICKUP,,DELIVERED,2024-06-24 19:39:35,2024-06-25 19:39:35
9000001688,1000001688,Correo Argentino,TRK-2MHOPQH5LK,DELIVERED,2025-02-10 15:46:17,2025-02-15 15:46:17
9000001689,1000001689,Correo Argentino,TRK-IO0EMKCTHG,SHIPPED,2024-09-15 23:30:32,2024-09-19 23:30:32
9000001690,1000001690,PICKUP,,SHIPPED,2024-05-26 23:09:01,2024-05-27 23:09:01
9000001691,1000001691,Correo Argentino,TRK-YXFK32CQGE,SHIPPED,2025-02-27 01:59:19,2025-03-04 01:59:19
9000001692,1000001692,PICKUP,,DELIVERED,2024-07-15 08:20:10,2024-07-16 08:20:10
9000001693,1000001693,PICKUP,,DELIVERED,2024-09-05 19:53:47,2024-09-06 19:53:47
9000001694,1000001694,PICKUP,,DELIVERED,2025-01-09 20:46:07,2025-01-10 20:46:07
9000001695,1000001695,PICKUP,,DELIVERED,2024-01-29 04:59:53,2024-01-30 04:59:53
9000001696,1000001696,Correo Argentino,TRK-X2BMHN3Q7J,DELIVERED,2024-12-15 02:57:08,2024-12-20 02:57:08
9000001697,1000001697,Correo Argentino,TRK-NYSQNPMIDY,SHIPPED,2025-03-14 01:21:15,2025-03-19 01:21:15
9000001698,1000001698,PICKUP,,DELIVERED,2025-04-01 23:31:03,2025-04-02 23:31:03
9000001699,1000001699,PICKUP,,DELIVERED,2025-08-11 12:23:24,2025-08-12 12:23:24
9000001700,1000001700,Correo Argentino,TRK-HEGKJE3WIT,SHIPPED,2025-01-25 16:23:56,2025-01-30 16:23:56
9000001701,1000001701,Correo Argentino,TRK-2C5D78TU0R,DELIVERED,2024-08-19 01:07:20,2024-08-24 01:07:20
9000001702,1000001702,Correo Argentino,TRK-5IBDXK4BIE,DELIVERED,2025-07-30 04:01:25,2025-08-03 04:01:25
9000001703,1000001703,Correo Argentino,TRK-EDA7CNMIKE,DELIVERED,2024-11-03 09:11:06,2024-11-08 09:11:06
9000001704,1000001704,PICKUP,,DELIVERED,2024-06-23 22:23:34,2024-06-24 22:23:34
9000001705,1000001705,PICKUP,,DELIVERED,2025-02-12 23:50:55,2025-02-13 23:50:55
9000001706,1000001706,Correo Argentino,TRK-0Q6SSB3AF7,DELIVERED,2025-04-03 02:53:52,2025-04-05 02:53:52
9000001707,1000001707,PICKUP,,SHIPPED,2024-08-15 01:10:46,2024-08-16 01:10:46
9000001708,1000001708,PICKUP,,DELIVERED,2024-08-20 19:26:17,2024-08-21 19:26:17
9000001709,1000001709,PICKUP,,DELIVERED,2024-06-24 04:13:08,2024-06-25 04:13:08
9000001710,1000001710,Correo Argentino,TRK-LB1PM55U95,DELIVERED,2024-10-07 10:50:50,2024-10-10 10:50:50
9000001711,1000001711,PICKUP,,SHIPPED,2024-06-21 11:53:12,2024-06-22 11:53:12
9000001712,1000001712,Correo Argentino,TRK-VH7DT6GSH3,SHIPPED,2024-10-08 21:31:19,2024-10-10 21:31:19
9000001713,1000001713,Correo Argentino,TRK-9AFG5D5A91,DELIVERED,2025-09-05 10:31:03,2025-09-09 10:31:03
9000001714,1000001714,PICKUP,,CANCELLED,,
9000001715,1000001715,PICKUP,,DELIVERED,2025-01-11 01:49:35,2025-01-12 01:49:35
9000001716,1000001716,Correo Argentino,TRK-S16XQV0IPN,DELIVERED,2024-12-08 20:11:21,2024-12-13 20:11:21
9000001717,1000001717,Correo Argentino,TRK-J2QL5U07W1,DELIVERED,2024-09-17 01:39:46,2024-09-22 01:39:46
9000001718,1000001718,Correo Argentino,TRK-EPRAM9NNIW,SHIPPED,2024-03-06 19:02:19,2024-03-13 19:02:19
9000001719,1000001719,Correo Argentino,TRK-YR5RUNDU7X,DELIVERED,2024-10-04 04:28:32,2024-10-09 04:28:32
9000001720,1000001720,PICKUP,,CANCELLED,,
9000001721,1000001721,PICKUP,,DELIVERED,2025-05-07 20:59:19,2025-05-08 20:59:19
9000001722,1000001722,Correo Argentino,TRK-J1FSQHJOFP,DELIVERED,2025-08-01 08:37:51,2025-08-05 08:37:51
9000001723,1000001723,Correo Argentino,TRK-LC8FQ6PP9H,DELIVERED,2025-08-13 23:48:08,2025-08-15 23:48:08
9000001724,1000001724,PICKUP,,DELIVERED,2025-07-22 02:43:33,2025-07-23 02:43:33
9000001725,1000001725,Correo Argentino,TRK-R251CKZ8MK,SHIPPED,2025-04-18 22:36:12,2025-04-23 22:36:12
9000001726,1000001726,Correo Argentino,TRK-JNRU2BJ4RO,DELIVERED,2025-05-25 11:25:14,2025-05-29 11:25:14
9000001727,1000001727,Correo Argentino,TRK-3LTTF6IRD9,DELIVERED,2024-04-14 15:20:56,2024-04-19 15:20:56
9000001728,1000001728,PICKUP,,READY,2025-05-26 18:22:21,2025-05-27 18:22:21
9000001729,1000001729,Correo Argentino,TRK-W4QV1MCJYH,DELIVERED,2025-09-08 19:04:46,2025-09-12 19:04:46
9000001730,1000001730,Correo Argentino,TRK-1R9U68DH0H,DELIVERED,2025-07-02 11:45:29,2025-07-04 11:45:29
9000001731,1000001731,PICKUP,,DELIVERED,2025-07-13 03:49:23,2025-07-14 03:49:23
9000001732,1000001732,Correo Argentino,TRK-T3O1BAZETT,DELIVERED,2025-07-25 14:18:28,2025-07-27 14:18:28
9000001733,1000001733,PICKUP,,DELIVERED,2024-07-18 04:52:11,2024-07-19 04:52:11
9000001734,1000001734,Correo Argentino,TRK-MHVJHHNATG,DELIVERED,2024-02-21 08:51:52,2024-02-26 08:51:52
9000001735,1000001735,PICKUP,,DELIVERED,2025-05-13 15:55:02,2025-05-14 15:55:02
9000001736,1000001736,Correo Argentino,TRK-L7NZ4RQTQV,DELIVERED,2024-07-25 15:22:53,2024-07-31 15:22:53
9000001737,1000001737,PICKUP,,DELIVERED,2024-06-14 00:46:55,2024-06-15 00:46:55
9000001738,1000001738,Correo Argentino,TRK-Y02JUQZ89L,SHIPPED,2024-09-03 07:00:12,2024-09-06 07:00:12
9000001739,1000001739,PICKUP,,DELIVERED,2024-04-19 06:58:35,2024-04-20 06:58:35
9000001740,1000001740,PICKUP,,DELIVERED,2024-12-09 17:42:55,2024-12-10 17:42:55
9000001741,1000001741,PICKUP,,DELIVERED,2024-04-26 13:38:45,2024-04-27 13:38:45
9000001742,1000001742,PICKUP,,DELIVERED,2024-05-24 06:59:29,2024-05-25 06:59:29
9000001743,1000001743,PICKUP,,DELIVERED,2024-05-07 11:39:47,2024-05-08 11:39:47
9000001744,1000001744,Correo Argentino,TRK-8K6DD68IL7,DELIVERED,2025-08-21 08:23:27,2025-08-24 08:23:27
9000001745,1000001745,Correo Argentino,TRK-VFPDUM75F4,DELIVERED,2025-01-04 01:52:42,2025-01-06 01:52:42
9000001746,1000001746,Correo Argentino,TRK-3JFWEC9QE3,SHIPPED,2024-10-02 06:17:37,2024-10-07 06:17:37
9000001747,1000001747,PICKUP,,SHIPPED,2024-01-13 14:01:52,2024-01-14 14:01:52
9000001748,1000001748,Correo Argentino,TRK-OVBUN0L0T4,SHIPPED,2024-03-04 07:42:28,2024-03-06 07:42:28
9000001749,1000001749,Correo Argentino,TRK-OTDIR8W3R4,DELIVERED,2024-05-03 06:59:36,2024-05-07 06:59:36
9000001750,1000001750,PICKUP,,CANCELLED,,
9000001751,1000001751,PICKUP,,DELIVERED,2025-02-18 14:29:59,2025-02-19 14:29:59
9000001752,1000001752,PICKUP,,DELIVERED,2024-07-28 14:19:13,2024-07-29 14:19:13
9000001753,1000001753,Correo Argentino,TRK-V29VY7LK3B,DELIVERED,2025-05-30 11:06:14,2025-06-04 11:06:14
9000001754,1000001754,Correo Argentino,TRK-611MBA5TVD,DELIVERED,2025-08-06 09:02:50,2025-08-09 09:02:50
9000001755,1000001755,Correo Argentino,TRK-UMVIPVNWZV,DELIVERED,2024-10-04 14:53:11,2024-10-06 14:53:11
9000001756,1000001756,Correo Argentino,TRK-SGWYLXJDIP,DELIVERED,2025-05-14 05:04:58,2025-05-17 05:04:58
9000001757,1000001757,Correo Argentino,TRK-WQB10D08UT,DELIVERED,2025-02-27 15:53:56,2025-03-01 15:53:56
9000001758,1000001758,PICKUP,,SHIPPED,2024-01-05 16:43:34,2024-01-06 16:43:34
9000001759,1000001759,PICKUP,,DELIVERED,2024-07-04 11:22:04,2024-07-05 11:22:04
9000001760,1000001760,Correo Argentino,TRK-6LGBK2XWGH,DELIVERED,2024-12-20 16:21:28,2024-12-25 16:21:28
9000001761,1000001761,PICKUP,,DELIVERED,2025-07-03 09:40:50,2025-07-04 09:40:50
9000001762,1000001762,PICKUP,,DELIVERED,2024-12-01 04:04:37,2024-12-02 04:04:37
9000001763,1000001763,PICKUP,,DELIVERED,2025-09-25 09:48:56,2025-09-26 09:48:56
9000001764,1000001764,Correo Argentino,TRK-QVR7L76BYN,DELIVERED,2025-02-04 09:51:04,2025-02-09 09:51:04
9000001765,1000001765,PICKUP,,DELIVERED,2025-02-20 16:10:37,2025-02-21 16:10:37
9000001766,1000001766,PICKUP,,DELIVERED,2024-08-05 06:06:02,2024-08-06 06:06:02
9000001767,1000001767,PICKUP,,DELIVERED,2024-06-29 11:14:37,2024-06-30 11:14:37
9000001768,1000001768,Correo Argentino,TRK-385A9GU795,DELIVERED,2024-05-26 21:46:53,2024-05-28 21:46:53
9000001769,1000001769,Correo Argentino,TRK-CF06YOQHQ9,DELIVERED,2024-08-19 09:29:02,2024-08-21 09:29:02
9000001770,1000001770,PICKUP,,DELIVERED,2024-02-26 05:01:48,2024-02-27 05:01:48
9000001771,1000001771,Correo Argentino,TRK-KYNUELFP9H,DELIVERED,2024-09-25 10:22:45,2024-09-29 10:22:45
9000001772,1000001772,PICKUP,,DELIVERED,2025-06-14 10:12:00,2025-06-15 10:12:00
9000001773,1000001773,Correo Argentino,TRK-GMUVZBFAUY,DELIVERED,2025-06-21 23:01:41,2025-06-25 23:01:41
9000001774,1000001774,Correo Argentino,TRK-2XZDT9GQ74,DELIVERED,2025-01-07 15:13:19,2025-01-12 15:13:19
9000001775,1000001775,PICKUP,,SHIPPED,2025-05-25 15:48:57,2025-05-26 15:48:57
9000001776,1000001776,PICKUP,,DELIVERED,2024-08-04 18:10:16,2024-08-05 18:10:16
9000001777,1000001777,Correo Argentino,TRK-07PNGOX69O,SHIPPED,2025-09-29 02:41:34,2025-10-04 02:41:34
9000001778,1000001778,Correo Argentino,,CANCELLED,,
9000001779,1000001779,Correo Argentino,TRK-A29LZU3VQV,DELIVERED,2024-10-22 14:39:41,2024-10-25 14:39:41
9000001780,1000001780,Correo Argentino,TRK-YP7KXTZU8L,DELIVERED,2025-09-26 05:53:35,2025-10-01 05:53:35
9000001781,1000001781,Correo Argentino,TRK-KDJR9V5PL4,DELIVERED,2025-08-09 22:37:18,2025-08-11 22:37:18
9000001782,1000001782,PICKUP,,DELIVERED,2024-11-03 19:35:48,2024-11-04 19:35:48
9000001783,1000001783,Correo Argentino,TRK-WXGTTDE29S,DELIVERED,2024-08-07 14:39:17,2024-08-12 14:39:17
9000001784,1000001784,Correo Argentino,TRK-2K1R8WJHC9,DELIVERED,2024-04-28 00:06:57,2024-05-03 00:06:57
9000001785,1000001785,PICKUP,,CANCELLED,,
9000001786,1000001786,PICKUP,,DELIVERED,2024-01-25 12:10:52,2024-01-26 12:10:52
9000001787,1000001787,PICKUP,,DELIVERED,2024-11-02 01:55:07,2024-11-03 01:55:07
9000001788,1000001788,PICKUP,,DELIVERED,2025-07-17 18:23:54,2025-07-18 18:23:54
9000001789,1000001789,Correo Argentino,TRK-E2DBR5Z4BR,SHIPPED,2025-04-30 01:15:12,2025-05-04 01:15:12
9000001790,1000001790,Correo Argentino,TRK-B9Z2QARH8G,DELIVERED,2025-01-15 18:00:42,2025-01-22 18:00:42
9000001791,1000001791,PICKUP,,DELIVERED,2025-04-16 13:15:22,2025-04-17 13:15:22
9000001792,1000001792,Correo Argentino,TRK-99Q875N69T,DELIVERED,2024-07-12 08:28:46,2024-07-15 08:28:46
9000001793,1000001793,Correo Argentino,TRK-4NY8NZ33VX,DELIVERED,2024-07-23 11:12:18,2024-07-26 11:12:18
9000001794,1000001794,Correo Argentino,TRK-301J8FG9WK,DELIVERED,2024-11-02 15:27:07,2024-11-06 15:27:07
9000001795,1000001795,Correo Argentino,TRK-RPCMSQCLB5,DELIVERED,2024-07-08 06:17:50,2024-07-10 06:17:50
9000001796,1000001796,PICKUP,,SHIPPED,2024-10-14 18:35:09,2024-10-15 18:35:09
9000001797,1000001797,Correo Argentino,TRK-ZUYCT8R3XE,DELIVERED,2025-02-03 02:23:55,2025-02-05 02:23:55
9000001798,1000001798,PICKUP,,DELIVERED,2025-03-22 04:48:25,2025-03-23 04:48:25
9000001799,1000001799,PICKUP,,DELIVERED,2024-01-13 17:12:40,2024-01-14 17:12:40
9000001800,1000001800,PICKUP,,DELIVERED,2024-06-29 22:48:39,2024-06-30 22:48:39
